Property ID,BHK,Bathrooms,Area,Furnished Status,Lawn,Lift,Swimming Pool,Gym,Car Parking,Fresh Water Supply,Regular Electricity,Price,Price per sq. ft.
PROP-10865,4,5,4889,Semi-Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,56091497,11473
PROP-10866,3,3,1760,Semi-Furnished,Yes,No,No,Yes,Covered,Yes,No,14312320,8132
PROP-10867,3,3,1593,Unfurnished,Yes,Yes,No,Yes,Open,Yes,Yes,13871844,8708
PROP-10868,5,5,9117,Fully Furnished,Yes,No,No,No,Covered,Yes,No,91926711,10083
PROP-10869,3,3,2213,Semi-Furnished,Yes,Yes,No,No,Open,Yes,Yes,18330279,8283
PROP-10870,3,3,1646,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,13941620,8470
PROP-10871,2,3,1246,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,12088692,9702
PROP-10872,5,5,7312,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,74728640,10220
PROP-10873,4,4,4848,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,62849472,12964
PROP-10874,3,4,2524,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,23122364,9161
PROP-10875,1,1,450,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,4627800,10284
PROP-10876,2,3,1062,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,11140380,10490
PROP-10877,3,3,2217,Unfurnished,No,Yes,No,No,Open,Yes,Yes,18288033,8249
PROP-10878,2,2,1162,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,9265788,7974
PROP-10879,5,5,8169,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,79255638,9702
PROP-10880,2,2,1072,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,7528656,7023
PROP-10881,2,2,927,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,10490859,11317
PROP-10882,3,4,1586,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,16286634,10269
PROP-10883,3,4,2281,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,27953655,12255
PROP-10884,3,4,2053,Semi-Furnished,No,No,Yes,Yes,Open,Yes,No,11207327,5459
PROP-10885,3,3,2319,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,20377053,8787
PROP-10886,3,3,1797,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,12929415,7195
PROP-10887,3,3,1788,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,19819980,11085
PROP-10888,5,5,8048,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,82395424,10238
PROP-10889,4,5,4617,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,66784905,14465
PROP-10890,2,2,1261,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,9115769,7229
PROP-10891,3,3,1593,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,13038705,8185
PROP-10892,4,4,3808,Fully Furnished,Yes,No,No,No,Covered,No,Yes,49682976,13047
PROP-10893,5,6,8795,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,96489945,10971
PROP-10894,2,2,1228,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,10772016,8772
PROP-10895,2,3,1384,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,10162712,7343
PROP-10896,3,3,2491,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,25739503,10333
PROP-10897,2,2,986,Semi-Furnished,No,No,Yes,Yes,Open,Yes,Yes,8944006,9071
PROP-10898,2,2,1000,Unfurnished,No,Yes,No,No,Open,Yes,Yes,7548000,7548
PROP-10899,2,2,1035,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,11235960,10856
PROP-10900,4,4,4434,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,52330068,11802
PROP-10901,2,2,1248,Semi-Furnished,No,Yes,No,No,Covered,No,No,9710688,7781
PROP-10902,2,3,1421,Semi-Furnished,No,No,Yes,Yes,Open,Yes,Yes,14526883,10223
PROP-10903,2,2,1324,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,10855476,8199
PROP-10904,5,6,9055,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,109013145,12039
PROP-10905,2,3,989,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,9670442,9778
PROP-10906,1,1,690,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,7782510,11279
PROP-10907,3,3,2321,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,20886679,8999
PROP-10908,5,5,9428,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,103755140,11005
PROP-10909,5,6,6568,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,No,67624128,10296
PROP-10910,5,6,7279,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,84501911,11609
PROP-10911,5,6,8094,Unfurnished,Yes,No,No,No,Covered,Yes,Yes,69244170,8555
PROP-10912,3,3,2075,Unfurnished,Yes,No,No,Yes,Open,Yes,Yes,17046125,8215
PROP-10913,1,2,508,Unfurnished,No,Yes,No,Yes,,Yes,Yes,4718304,9288
PROP-10914,4,4,4990,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,58502760,11724
PROP-10915,3,3,1827,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,16011828,8764
PROP-10916,2,3,1214,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,12046522,9923
PROP-10917,3,3,2194,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,15570818,7097
PROP-10918,2,2,1202,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,No,7240848,6024
PROP-10919,3,3,2093,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,21809060,10420
PROP-10920,3,3,2120,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,20070040,9467
PROP-10921,5,6,7650,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,85741200,11208
PROP-10922,3,3,1999,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,22284852,11148
PROP-10923,2,2,1116,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,10172340,9115
PROP-10924,4,4,2842,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,No,20792072,7316
PROP-10925,2,2,1118,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,No,7097064,6348
PROP-10926,4,5,3579,Fully Furnished,Yes,No,No,No,Covered,Yes,Yes,42679575,11925
PROP-10927,1,2,706,Semi-Furnished,No,No,No,Yes,,Yes,Yes,5089554,7209
PROP-10928,2,3,1414,Semi-Furnished,No,No,No,Yes,Covered,Yes,Yes,11774378,8327
PROP-10929,3,3,1912,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,21517648,11254
PROP-10930,4,4,3141,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,33828570,10770
PROP-10931,2,3,1117,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,9544765,8545
PROP-10932,1,1,801,Fully Furnished,No,Yes,No,Yes,,Yes,Yes,7775307,9707
PROP-10933,1,1,766,Fully Furnished,No,No,No,No,,Yes,Yes,7835414,10229
PROP-10934,4,4,4547,Semi-Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,61134415,13445
PROP-10935,2,2,1068,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12703860,11895
PROP-10936,2,2,1200,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,10131600,8443
PROP-10937,2,3,1093,Unfurnished,Yes,Yes,Yes,Yes,Covered,No,Yes,13318205,12185
PROP-10938,3,4,1676,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,13413028,8003
PROP-10939,2,2,1166,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,9133278,7833
PROP-10940,2,2,1232,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,11961488,9709
PROP-10941,1,2,736,Fully Furnished,No,Yes,Yes,Yes,Open,No,Yes,9537088,12958
PROP-10942,3,3,2382,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,27971826,11743
PROP-10943,2,2,1100,Unfurnished,No,Yes,No,No,Open,Yes,Yes,11044000,10040
PROP-10944,4,4,3756,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,36316764,9669
PROP-10945,4,4,4231,Unfurnished,Yes,Yes,No,No,Covered,Yes,No,41154937,9727
PROP-10946,3,3,1720,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,15775840,9172
PROP-10947,2,2,1357,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,No,9703907,7151
PROP-10948,3,3,2498,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,18974808,7596
PROP-10949,3,3,1958,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,21367654,10913
PROP-10950,4,4,3741,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,39639636,10596
PROP-10951,2,3,1090,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,12262500,11250
PROP-10952,2,2,1186,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,11379670,9595
PROP-10953,2,3,1016,Unfurnished,No,Yes,No,No,Open,No,Yes,10716768,10548
PROP-10954,2,2,1208,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,7951056,6582
PROP-10955,2,3,1069,Fully Furnished,No,No,No,No,Open,Yes,Yes,10593790,9910
PROP-10956,1,2,829,Unfurnished,Yes,Yes,No,Yes,Open,Yes,Yes,9526039,11491
PROP-10957,3,4,2111,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,22484261,10651
PROP-10958,4,4,2835,Fully Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,39619125,13975
PROP-10959,2,3,1195,Unfurnished,No,Yes,No,No,Open,Yes,Yes,10884060,9108
PROP-10960,4,4,4432,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,52567952,11861
PROP-10961,2,2,1141,Fully Furnished,Yes,No,No,No,Open,Yes,Yes,11985064,10504
PROP-10962,4,5,3933,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,38334951,9747
PROP-10963,5,5,8139,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,76164762,9358
PROP-10964,3,4,1820,Fully Furnished,No,No,No,Yes,Covered,Yes,Yes,21749000,11950
PROP-10965,3,4,2483,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,20539376,8272
PROP-10966,4,4,3329,Unfurnished,Yes,Yes,Yes,Yes,Covered,No,Yes,42847559,12871
PROP-10967,3,3,2536,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,24870552,9807
PROP-10968,2,2,1023,Unfurnished,No,Yes,No,Yes,Open,No,Yes,8111367,7929
PROP-10969,3,4,1890,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,17905860,9474
PROP-10970,3,3,1716,Semi-Furnished,No,Yes,No,No,Open,Yes,No,10738728,6258
PROP-10971,3,4,1911,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,16939104,8864
PROP-10972,1,1,842,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,8676810,10305
PROP-10973,3,3,1915,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,13251800,6920
PROP-10974,4,4,4816,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,56072688,11643
PROP-10975,1,1,713,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,4938951,6927
PROP-10976,3,4,2054,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,22341358,10877
PROP-10977,5,6,9750,Semi-Furnished,Yes,No,No,No,Covered,Yes,Yes,97041750,9953
PROP-10978,2,2,1413,Unfurnished,No,No,No,Yes,Covered,Yes,No,7712154,5458
PROP-10979,2,2,1196,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,11787776,9856
PROP-10980,3,3,2494,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,24558418,9847
PROP-10981,3,3,2221,Semi-Furnished,Yes,Yes,Yes,Yes,Open,No,Yes,27535958,12398
PROP-10982,4,4,2893,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,37698683,13031
PROP-10983,2,3,1328,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,15167088,11421
PROP-10984,5,5,9499,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,110615855,11645
PROP-10985,5,5,6610,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,66681680,10088
PROP-10986,4,4,3293,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,28148564,8548
PROP-10987,4,5,2840,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,No,27837680,9802
PROP-10988,2,2,1278,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,16910496,13232
PROP-10989,3,4,2497,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,29651875,11875
PROP-10990,2,2,1305,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,15226740,11668
PROP-10991,3,3,1632,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,11946240,7320
PROP-10992,3,4,2383,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,24330430,10210
PROP-10993,2,3,1079,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,12628616,11704
PROP-10994,3,4,2167,Unfurnished,No,Yes,Yes,Yes,Open,Yes,No,20306957,9371
PROP-10995,3,3,1874,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,17572498,9377
PROP-10996,1,2,586,Unfurnished,No,Yes,No,No,Open,Yes,Yes,5562898,9493
PROP-10997,4,4,4705,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,49717735,10567
PROP-10998,5,5,8214,Fully Furnished,Yes,No,Yes,Yes,Private Garage,Yes,Yes,128212326,15609
PROP-10999,2,2,1446,Semi-Furnished,No,Yes,No,No,Open,Yes,No,7996380,5530
PROP-11000,3,3,2533,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,20514767,8099
PROP-11001,4,5,4774,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,No,55125378,11547
PROP-11002,2,2,972,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,12461040,12820
PROP-11003,1,2,769,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,8553587,11123
PROP-11004,4,4,3456,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,44461440,12865
PROP-11005,5,6,8054,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,81578966,10129
PROP-11006,4,4,4339,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,42517861,9799
PROP-11007,4,5,3636,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,44351928,12198
PROP-11008,5,6,6175,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,No,61700600,9992
PROP-11009,3,4,1904,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,17457776,9169
PROP-11010,4,4,3980,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,37129420,9329
PROP-11011,3,4,1893,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,22394190,11830
PROP-11012,2,2,1020,Unfurnished,No,No,No,No,Open,Yes,Yes,6847260,6713
PROP-11013,2,3,1073,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,12453238,11606
PROP-11014,4,4,3856,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,45038080,11680
PROP-11015,4,5,3428,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,33752088,9846
PROP-11016,5,6,8557,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,86981905,10165
PROP-11017,1,1,474,Semi-Furnished,No,Yes,No,No,,Yes,Yes,4399668,9282
PROP-11018,3,3,2207,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,25358430,11490
PROP-11019,2,3,1192,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,15103832,12671
PROP-11020,2,3,1338,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,13560630,10135
PROP-11021,2,3,1106,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,13891360,12560
PROP-11022,2,2,1073,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,11467151,10687
PROP-11023,2,2,1086,Fully Furnished,Yes,No,No,Yes,Covered,Yes,Yes,12774618,11763
PROP-11024,1,1,742,Unfurnished,No,Yes,No,No,Open,Yes,Yes,6245414,8417
PROP-11025,5,5,6171,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,75823077,12287
PROP-11026,5,5,8368,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,101872032,12174
PROP-11027,2,2,1398,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,16541136,11832
PROP-11028,3,4,2363,Unfurnished,No,Yes,No,No,Open,Yes,Yes,23523665,9955
PROP-11029,2,2,1398,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,13963224,9988
PROP-11030,3,3,1638,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,17493840,10680
PROP-11031,3,4,1920,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,20707200,10785
PROP-11032,1,2,844,Fully Furnished,No,Yes,No,No,,Yes,Yes,9362492,11093
PROP-11033,2,2,1137,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,11347260,9980
PROP-11034,2,2,986,Fully Furnished,No,No,No,Yes,Open,Yes,Yes,11952292,12122
PROP-11035,1,2,680,Fully Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,7529640,11073
PROP-11036,5,5,5820,Semi-Furnished,Yes,No,No,Yes,Covered,Yes,Yes,70253220,12071
PROP-11037,2,2,1115,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,11001705,9867
PROP-11038,2,3,1232,Fully Furnished,No,Yes,No,No,Covered,Yes,No,11973808,9719
PROP-11039,3,4,2573,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,22127800,8600
PROP-11040,1,2,535,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,6380410,11926
PROP-11041,4,5,3084,Semi-Furnished,Yes,No,Yes,Yes,Private Garage,Yes,Yes,39570804,12831
PROP-11042,1,1,761,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,6356633,8353
PROP-11043,2,3,1107,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,11324610,10230
PROP-11044,5,6,7864,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,94257904,11986
PROP-11045,4,5,4596,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,51810708,11273
PROP-11046,3,3,2212,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,20155744,9112
PROP-11047,4,5,4842,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,57169494,11807
PROP-11048,2,3,1288,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,13160784,10218
PROP-11049,3,3,1817,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,15924188,8764
PROP-11050,4,5,4257,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,52573950,12350
PROP-11051,5,5,8350,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,No,77446250,9275
PROP-11052,2,2,1399,Unfurnished,No,No,No,No,Open,Yes,Yes,12070572,8628
PROP-11053,2,2,972,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,9327312,9596
PROP-11054,2,2,1339,Unfurnished,No,No,Yes,Yes,Open,No,Yes,10279503,7677
PROP-11055,2,2,1382,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,14422552,10436
PROP-11056,2,2,1343,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,No,12464383,9281
PROP-11057,2,3,990,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,7196310,7269
PROP-11058,3,4,2328,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,23591952,10134
PROP-11059,1,1,775,Unfurnished,Yes,Yes,Yes,Yes,,Yes,Yes,9423225,12159
PROP-11060,2,2,1154,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,10013258,8677
PROP-11061,3,4,1880,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,15790120,8399
PROP-11062,4,5,4482,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,51619194,11517
PROP-11063,4,5,4091,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,42382760,10360
PROP-11064,2,3,1123,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,8238328,7336
PROP-11065,3,3,1590,Unfurnished,No,No,No,No,Covered,Yes,Yes,15392790,9681
PROP-11066,3,4,1883,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,20059599,10653
PROP-11067,5,5,9548,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,117822320,12340
PROP-11068,4,5,3944,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,41534264,10531
PROP-11069,2,2,1181,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,13234286,11206
PROP-11070,3,3,2001,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,18961476,9476
PROP-11071,5,5,8268,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,124292844,15033
PROP-11072,3,4,2439,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,25260723,10357
PROP-11073,5,5,8681,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,112800914,12994
PROP-11074,3,3,2556,Fully Furnished,No,No,No,No,Covered,Yes,Yes,23614884,9239
PROP-11075,5,5,7133,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,69496819,9743
PROP-11076,1,1,845,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,8270860,9788
PROP-11077,4,4,4361,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,44185652,10132
PROP-11078,3,3,1712,Fully Furnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,20263232,11836
PROP-11079,2,3,1283,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,No,9219638,7186
PROP-11080,2,3,1055,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,8106620,7684
PROP-11081,3,4,1818,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,17510976,9632
PROP-11082,2,2,1043,Unfurnished,No,Yes,Yes,Yes,Open,No,Yes,10491537,10059
PROP-11083,3,4,1968,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,18924288,9616
PROP-11084,4,5,3091,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,45369698,14678
PROP-11085,5,6,5663,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,57077377,10079
PROP-11086,2,3,1353,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,12584253,9301
PROP-11087,2,3,1321,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,11322291,8571
PROP-11088,3,3,1938,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,20035044,10338
PROP-11089,4,4,4604,Fully Furnished,Yes,Yes,No,Yes,Private Garage,No,Yes,49460772,10743
PROP-11090,2,3,1395,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,12903750,9250
PROP-11091,2,2,1190,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,11226460,9434
PROP-11092,3,4,1565,Fully Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,20423250,13050
PROP-11093,2,3,1254,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,11446512,9128
PROP-11094,5,5,8935,Fully Furnished,Yes,Yes,No,No,Covered,Yes,No,77359230,8658
PROP-11095,2,3,1126,Semi-Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,10201560,9060
PROP-11096,2,2,1403,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,14933532,10644
PROP-11097,2,3,984,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,9307656,9459
PROP-11098,3,4,1646,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,15538240,9440
PROP-11099,4,4,3313,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,35270198,10646
PROP-11100,3,4,2318,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,23261130,10035
PROP-11101,4,4,4068,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,43344540,10655
PROP-11102,3,4,2188,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,22486076,10277
PROP-11103,2,2,1089,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,11999691,11019
PROP-11104,3,3,1561,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,15627171,10011
PROP-11105,2,3,1405,Semi-Furnished,No,No,No,No,Covered,Yes,Yes,10035915,7143
PROP-11106,3,3,2263,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,21869632,9664
PROP-11107,3,4,2235,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,27242415,12189
PROP-11108,3,4,2424,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,20325240,8385
PROP-11109,4,5,3199,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,39254929,12271
PROP-11110,3,4,1887,Fully Furnished,Yes,Yes,No,No,Open,No,Yes,17341530,9190
PROP-11111,3,4,1714,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,21414716,12494
PROP-11112,5,5,9189,Unfurnished,Yes,Yes,No,No,Private Garage,No,Yes,102512484,11156
PROP-11113,4,4,3386,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,32387090,9565
PROP-11114,3,4,2496,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,28394496,11376
PROP-11115,3,3,1798,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,16056140,8930
PROP-11116,2,2,1070,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,9036150,8445
PROP-11117,3,4,2033,Semi-Furnished,No,Yes,No,No,Covered,No,Yes,17217477,8469
PROP-11118,2,3,1023,Unfurnished,No,Yes,No,No,Covered,Yes,No,6611649,6463
PROP-11119,3,3,1755,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,18952245,10799
PROP-11120,5,5,8441,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,112881493,13373
PROP-11121,2,2,1440,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,11007360,7644
PROP-11122,3,3,2128,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,22488704,10568
PROP-11123,3,3,2573,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,27080825,10525
PROP-11124,1,2,715,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,8419125,11775
PROP-11125,3,3,2581,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,28323894,10974
PROP-11126,3,4,2051,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,23766988,11588
PROP-11127,3,3,2231,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,21640700,9700
